gender,age,age_o,race,race_o,same_race_i,same_religion_i,field,attractive_o_i,sincere_o_i,intelligence_o_i,funny_o_i,ambitious_o_i,shared_interests_o_i,attractive_o,sincere_o,intelligence_o,funny_o,ambitious_o,shared_interests_o,attractive_i,sincere_i,intelligence_i,funny_i,ambitious_i,shared_interests_i,attractive,sincere,intelligence,funny,ambitious,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambitious_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,like,met,decision,decision_o,match
female,24,26,other,asian/pacific islander/asian-american,5,5,social work,25,20,20,20,5,10,7,6,7,6,5,5,50,20,10,5,10,5,10,10,10,10,10,4,7,8,3,8,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,-0.16,4,0,0,1,0
female,24,26,other,european/caucasian-american,5,5,social work,25,25,25,13,12,0,6,8,8,7,7,4,50,20,10,5,10,5,10,10,10,10,10,3,3,5,3,6,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.34,3,0,0,0,0
female,24,24,other,other,5,5,social work,30,30,30,5,2,3,5,6,5,7,5,6,50,20,10,5,10,5,10,10,10,10,10,4,6,8,3,5,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.38,3,0,0,0,0
female,24,23,other,european/caucasian-american,5,5,social work,23,14,19,16,10,18,5,7,6,6,7,4,50,20,10,5,10,5,10,10,10,10,10,7,7,9,7,8,4,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.35,6,0,0,0,0
female,24,29,other,european/caucasian-american,5,5,social work,30,20,20,20,10,0,7,7,8,4,7,7,50,20,10,5,10,5,10,10,10,10,10,7,7,7,7,7,3,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.56,5,0,0,0,0
female,24,22,other,asian/pacific islander/asian-american,5,5,social work,20,5,25,25,5,20,5,7,7,7,4,2,50,20,10,5,10,5,10,10,10,10,10,5,5,8,6,8,3,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.62,3,0,0,0,0
female,24,32,other,european/caucasian-american,5,5,social work,50,0,10,30,0,10,4,4,5,3,4,3,50,20,10,5,10,5,10,10,10,10,10,6,6,8,9,8,5,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,-0.3,4,0,0,0,0
female,24,22,other,european/caucasian-american,5,5,social work,30,10,20,15,15,10,5,7,8,8,8,5,50,20,10,5,10,5,10,10,10,10,10,5,5,8,8,8,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.13,7,0,0,0,0
female,24,24,other,european/caucasian-american,5,5,social work,20,15,20,20,15,10,5,5,6,3,5,2,50,20,10,5,10,5,10,10,10,10,10,3,5,6,2,8,1,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.34,2,0,0,0,0
female,24,23,other,asian/pacific islander/asian-american,5,5,social work,40,30,0,20,0,10,4,9,8,6,7,5,50,20,10,5,10,5,10,10,10,10,10,3,7,7,2,8,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.2,5,0,0,0,0
female,24,23,other,asian/pacific islander/asian-american,5,5,social work,25,15,20,20,10,10,1,7,6,5,2,2,50,20,10,5,10,5,10,10,10,10,10,4,4,8,2,7,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.36,1,0,0,0,0
female,24,24,other,asian/pacific islander/asian-american,5,5,social work,20,16,16,17,16,15,6,8,8,7,8,5,50,20,10,5,10,5,10,10,10,10,10,5,6,8,5,8,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.13,4,0,0,0,0
female,24,23,other,asian/pacific islander/asian-american,5,5,social work,15,25,20,10,10,20,5,5,5,5,5,5,50,20,10,5,10,5,10,10,10,10,10,5,4,8,5,9,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.17,5,0,0,0,0
female,24,24,other,european/caucasian-american,5,5,social work,20,20,20,20,10,10,,,,,,,50,20,10,5,10,5,10,10,10,10,10,,,,,,,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.06,,,0,0,0
female,24,30,other,european/caucasian-american,5,5,social work,35,10,20,25,5,5,5,6,7,7,6,6,50,20,10,5,10,5,10,10,10,10,10,6,5,8,8,7,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.05,6,0,0,1,0
female,24,30,other,european/caucasian-american,5,5,social work,25,20,20,20,0,15,6,6,5,4,3,1,50,20,10,5,10,5,10,10,10,10,10,4,4,6,4,5,3,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.32,4,0,0,0,0
female,24,30,other,european/caucasian-american,5,5,social work,40,10,20,10,0,20,2,5,5,3,2,1,50,20,10,5,10,5,10,10,10,10,10,7,5,8,6,8,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.09,5,0,0,0,0
female,24,28,other,european/caucasian-american,5,5,social work,20,20,20,20,0,20,5,7,7,7,8,6,50,20,10,5,10,5,10,10,10,10,10,4,6,7,7,8,4,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.45,6,0,0,1,0
female,24,30,other,european/caucasian-american,5,5,social work,30,3,30,30,3,4,5,5,6,5,5,4,50,20,10,5,10,5,10,10,10,10,10,4,4,5,4,7,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.49,4,0,0,0,0
female,24,27,other,black/african american,5,5,social work,40,20,20,20,0,0,6,6,6,6,6,6,50,20,10,5,10,5,10,10,10,10,10,7,7,8,8,8,4,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.29,8,1,0,0,0
female,24,25,other,european/caucasian-american,5,5,social work,70,0,15,15,0,0,4,6,8,4,4,,50,20,10,5,10,5,10,10,10,10,10,6,3,7,3,7,2,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.71,2,0,0,0,0
female,29,25,latino/hispanic american,asian/pacific islander/asian-american,8,7,social work,15,30,20,20,10,5,5,10,10,5,5,1,40,10,30,10,10,,9,6,8,8,8,1,5,8,1,8,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.34,1,0,0,0,0
female,29,26,latino/hispanic american,asian/pacific islander/asian-american,8,7,social work,25,20,20,20,5,10,4,7,7,7,6,6,40,10,30,10,10,,9,6,8,8,8,1,5,8,1,9,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.12,1,0,0,1,0
female,29,26,latino/hispanic american,european/caucasian-american,8,7,social work,25,25,25,13,12,0,6,8,7,8,,,40,10,30,10,10,,9,6,8,8,8,3,2,2,3,2,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.18,2,0,0,0,0
female,29,24,latino/hispanic american,other,8,7,social work,30,30,30,5,2,3,7,6,7,6,7,7,40,10,30,10,10,,9,6,8,8,8,2,2,1,2,2,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.11,1,0,0,1,0
female,29,23,latino/hispanic american,european/caucasian-american,8,7,social work,23,14,19,16,10,18,6,8,7,6,8,5,40,10,30,10,10,,9,6,8,8,8,2,2,7,1,8,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.43,1,0,0,0,0
female,29,29,latino/hispanic american,european/caucasian-american,8,7,social work,30,20,20,20,10,0,6,8,7,6,7,4,40,10,30,10,10,,9,6,8,8,8,1,2,3,2,2,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.54,1,0,0,0,0
female,29,22,latino/hispanic american,asian/pacific islander/asian-american,8,7,social work,20,5,25,25,5,20,,,,,,,40,10,30,10,10,,9,6,8,8,8,2,2,2,4,1,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.58,1,0,0,0,0
female,29,32,latino/hispanic american,european/caucasian-american,8,7,social work,50,0,10,30,0,10,,,,,,,40,10,30,10,10,,9,6,8,8,8,2,4,3,6,1,2,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.15,2,0,0,0,0
female,29,22,latino/hispanic american,european/caucasian-american,8,7,social work,30,10,20,15,15,10,4,6,6,10,9,7,40,10,30,10,10,,9,6,8,8,8,1,2,2,2,1,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.24,1,0,0,0,0
female,29,24,latino/hispanic american,european/caucasian-american,8,7,social work,20,15,20,20,15,10,6,7,7,6,5,2,40,10,30,10,10,,9,6,8,8,8,1,3,1,1,3,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.1,1,0,0,0,0
female,29,23,latino/hispanic american,asian/pacific islander/asian-american,8,7,social work,40,30,0,20,0,10,4,8,8,10,7,10,40,10,30,10,10,,9,6,8,8,8,1,3,3,2,2,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.08,1,0,0,0,0
female,29,23,latino/hispanic american,asian/pacific islander/asian-american,8,7,social work,25,15,20,20,10,10,5,6,7,6,7,8,40,10,30,10,10,,9,6,8,8,8,1,2,3,2,2,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.59,1,0,0,1,0
female,29,24,latino/hispanic american,asian/pacific islander/asian-american,8,7,social work,20,16,16,17,16,15,5,8,8,5,8,5,40,10,30,10,10,,9,6,8,8,8,1,3,5,3,1,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.09,1,0,0,0,0
female,29,23,latino/hispanic american,asian/pacific islander/asian-american,8,7,social work,15,25,20,10,10,20,6,6,7,8,7,5,40,10,30,10,10,,9,6,8,8,8,2,2,2,3,3,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.21,2,0,0,0,0
female,29,24,latino/hispanic american,european/caucasian-american,8,7,social work,20,20,20,20,10,10,7,9,8,10,6,5,40,10,30,10,10,,9,6,8,8,8,1,5,5,4,5,3,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.1,3,0,0,1,0
female,29,30,latino/hispanic american,european/caucasian-american,8,7,social work,35,10,20,25,5,5,6,6,5,6,6,6,40,10,30,10,10,,9,6,8,8,8,3,3,2,3,1,2,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.03,3,0,0,0,0
female,29,30,latino/hispanic american,european/caucasian-american,8,7,social work,25,20,20,20,0,15,5,7,7,9,6,3,40,10,30,10,10,,9,6,8,8,8,1,1,3,3,3,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.45,1,0,0,0,0
female,29,30,latino/hispanic american,european/caucasian-american,8,7,social work,40,10,20,10,0,20,5,5,5,6,4,1,40,10,30,10,10,,9,6,8,8,8,2,2,2,3,2,2,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,0.04,2,0,0,1,0
female,29,28,latino/hispanic american,european/caucasian-american,8,7,social work,20,20,20,20,0,20,6,6,7,7,8,6,40,10,30,10,10,,9,6,8,8,8,1,2,2,3,2,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.51,1,0,0,0,0
female,29,30,latino/hispanic american,european/caucasian-american,8,7,social work,30,3,30,30,3,4,5,6,4,6,4,5,40,10,30,10,10,,9,6,8,8,8,3,1,2,2,2,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.59,2,0,0,0,0
female,29,27,latino/hispanic american,black/african american,8,7,social work,40,20,20,20,0,0,7,7,7,7,7,7,40,10,30,10,10,,9,6,8,8,8,6,7,7,6,6,5,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.55,6,1,1,0,0
female,29,25,latino/hispanic american,european/caucasian-american,8,7,social work,70,0,15,15,0,0,4,7,8,8,8,,40,10,30,10,10,,9,6,8,8,8,2,1,2,2,2,1,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,-0.46,2,0,0,0,0
female,22,25,asian/pacific islander/asian-american,asian/pacific islander/asian-american,4,1,engineering,15,30,20,20,10,5,5,10,10,5,10,8,10,25,25,10,10,20,6,10,9,7,5,4,6,5,5,6,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.42,6,0,1,0,0
female,22,26,asian/pacific islander/asian-american,asian/pacific islander/asian-american,4,1,engineering,25,20,20,20,5,10,6,8,9,8,8,8,10,25,25,10,10,20,6,10,9,7,5,5,7,5,4,5,4,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,-0.15,6,0,1,1,1
female,22,26,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,25,25,25,13,12,0,4,10,9,7,6,4,10,25,25,10,10,20,6,10,9,7,5,7,6,5,5,5,4,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.78,5,0,0,0,0
female,22,24,asian/pacific islander/asian-american,other,4,1,engineering,30,30,30,5,2,3,6,6,6,6,6,6,10,25,25,10,10,20,6,10,9,7,5,4,6,4,5,4,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.43,5,0,1,1,1
female,22,23,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,23,14,19,16,10,18,,,,,,,10,25,25,10,10,20,6,10,9,7,5,6,5,5,5,,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.23,5,0,1,0,0
female,22,29,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,30,20,20,20,10,0,6,9,9,6,8,7,10,25,25,10,10,20,6,10,9,7,5,5,4,6,6,5,4,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.27,4,0,0,0,0
female,22,22,asian/pacific islander/asian-american,asian/pacific islander/asian-american,4,1,engineering,20,5,25,25,5,20,4,8,8,4,5,2,10,25,25,10,10,20,6,10,9,7,5,6,5,6,5,6,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.22,5,0,1,0,0
female,22,32,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,50,0,10,30,0,10,3,8,6,5,5,4,10,25,25,10,10,20,6,10,9,7,5,6,7,7,5,5,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.27,7,1,0,0,0
female,22,22,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,30,10,20,15,15,10,7,8,9,8,7,5,10,25,25,10,10,20,6,10,9,7,5,5,6,7,6,5,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.09,6,0,0,1,0
female,22,24,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,20,15,20,20,15,10,4,5,5,4,3,2,10,25,25,10,10,20,6,10,9,7,5,4,7,5,5,5,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.48,5,0,0,0,0
female,22,23,asian/pacific islander/asian-american,asian/pacific islander/asian-american,4,1,engineering,40,30,0,20,0,10,3,8,8,7,8,8,10,25,25,10,10,20,6,10,9,7,5,5,7,6,6,5,8,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,-0.14,7,0,1,0,0
female,22,23,asian/pacific islander/asian-american,asian/pacific islander/asian-american,4,1,engineering,25,15,20,20,10,10,1,6,5,4,3,5,10,25,25,10,10,20,6,10,9,7,5,5,5,5,4,,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0,5,0,0,0,0
female,22,24,asian/pacific islander/asian-american,asian/pacific islander/asian-american,4,1,engineering,20,16,16,17,16,15,3,8,8,8,8,3,10,25,25,10,10,20,6,10,9,7,5,5,7,6,6,4,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,-0.24,6,0,1,0,0
female,22,23,asian/pacific islander/asian-american,asian/pacific islander/asian-american,4,1,engineering,15,25,20,10,10,20,6,6,6,6,6,6,10,25,25,10,10,20,6,10,9,7,5,4,6,5,5,5,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.12,6,1,1,0,0
female,22,24,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,20,20,20,20,10,10,4,8,8,2,7,2,10,25,25,10,10,20,6,10,9,7,5,6,6,5,5,,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.31,5,0,0,0,0
female,22,30,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,35,10,20,25,5,5,4,7,7,4,5,2,10,25,25,10,10,20,6,10,9,7,5,6,6,7,5,5,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.19,6,0,0,0,0
female,22,30,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,25,20,20,20,0,15,2,7,7,3,6,1,10,25,25,10,10,20,6,10,9,7,5,5,5,5,4,5,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.2,5,0,1,0,0
female,22,30,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,40,10,20,10,0,20,1,10,8,1,8,1,10,25,25,10,10,20,6,10,9,7,5,6,7,7,5,5,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.12,7,0,1,0,0
female,22,28,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,20,20,20,20,0,20,4,7,6,6,7,6,10,25,25,10,10,20,6,10,9,7,5,4,5,5,4,,,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.33,4,0,0,0,0
female,22,30,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,30,3,30,30,3,4,4,7,6,3,6,2,10,25,25,10,10,20,6,10,9,7,5,4,5,5,4,4,3,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.34,4,0,0,0,0
female,22,27,asian/pacific islander/asian-american,black/african american,4,1,engineering,40,20,20,20,0,0,5,10,10,8,6,5,10,25,25,10,10,20,6,10,9,7,5,5,7,5,4,4,4,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.09,5,0,1,0,0
female,22,25,asian/pacific islander/asian-american,european/caucasian-american,4,1,engineering,70,0,15,15,0,0,4,6,5,4,,5,10,25,25,10,10,20,6,10,9,7,5,5,7,5,5,3,6,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,0.62,6,0,1,0,0
female,22,25,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,mechanical engineering,15,30,20,20,10,5,5,10,10,5,5,1,20,20,10,15,5,30,3,9,9,9,7,6,7,8,7,7,5,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.35,6,0,1,0,0
female,22,26,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,mechanical engineering,25,20,20,20,5,10,7,8,8,7,8,9,20,20,10,15,5,30,3,9,9,9,7,6,8,7,7,8,5,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.03,5,0,0,1,0
female,22,26,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,25,25,25,13,12,0,4,10,9,5,,2,20,20,10,15,5,30,3,9,9,9,7,5,7,5,4,6,3,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.32,4,0,0,0,0
female,22,24,asian/pacific islander/asian-american,other,1,1,mechanical engineering,30,30,30,5,2,3,6,6,6,7,5,7,20,20,10,15,5,30,3,9,9,9,7,7,8,8,9,8,8,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.26,8,1,1,1,1
female,22,23,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,23,14,19,16,10,18,,,,,,,20,20,10,15,5,30,3,9,9,9,7,8,8,9,9,7,8,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.11,8,0,1,0,0
female,22,29,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,30,20,20,20,10,0,4,9,8,4,8,4,20,20,10,15,5,30,3,9,9,9,7,9,8,7,8,8,7,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,-0.01,8,0,1,0,0
female,22,22,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,mechanical engineering,20,5,25,25,5,20,4,7,6,4,4,2,20,20,10,15,5,30,3,9,9,9,7,7,8,7,8,8,8,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.1,6,0,1,0,0
female,22,32,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,50,0,10,30,0,10,5,6,5,5,5,3,20,20,10,15,5,30,3,9,9,9,7,9,9,8,10,8,7,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,-0.58,8,0,1,0,0
female,22,22,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,30,10,20,15,15,10,4,10,10,7,9,3,20,20,10,15,5,30,3,9,9,9,7,8,8,8,9,9,7,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.08,7,0,1,0,0
female,22,24,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,20,15,20,20,15,10,5,6,6,7,5,5,20,20,10,15,5,30,3,9,9,9,7,6,8,8,8,7,6,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.38,7,0,1,0,0
female,22,23,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,mechanical engineering,40,30,0,20,0,10,4,8,8,3,7,5,20,20,10,15,5,30,3,9,9,9,7,6,7,7,6,8,6,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.54,6,0,1,0,0
female,22,23,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,mechanical engineering,25,15,20,20,10,10,1,7,8,2,3,4,20,20,10,15,5,30,3,9,9,9,7,6,7,7,8,8,7,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.01,7,0,1,0,0
female,22,24,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,mechanical engineering,20,16,16,17,16,15,3,8,8,7,8,3,20,20,10,15,5,30,3,9,9,9,7,6,7,7,8,7,6,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.05,7,1,1,0,0
female,22,23,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,mechanical engineering,15,25,20,10,10,20,7,8,7,7,7,7,20,20,10,15,5,30,3,9,9,9,7,7,8,7,7,7,6,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.18,6,1,1,1,1
female,22,24,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,20,20,20,20,10,10,5,8,8,7,8,2,20,20,10,15,5,30,3,9,9,9,7,7,8,7,8,8,8,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,-0.2,7,0,1,0,0
female,22,30,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,35,10,20,25,5,5,4,6,7,4,5,2,20,20,10,15,5,30,3,9,9,9,7,7,8,8,7,7,9,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.13,8,0,1,0,0
female,22,30,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,25,20,20,20,0,15,3,8,8,5,6,4,20,20,10,15,5,30,3,9,9,9,7,7,8,6,6,7,5,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.1,6,0,0,0,0
female,22,30,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,40,10,20,10,0,20,1,10,8,1,8,1,20,20,10,15,5,30,3,9,9,9,7,7,7,8,6,7,5,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.23,7,0,0,0,0
female,22,28,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,20,20,20,20,0,20,4,7,7,7,7,6,20,20,10,15,5,30,3,9,9,9,7,7,8,8,8,7,8,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.29,8,0,1,0,0
female,22,30,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,30,3,30,30,3,4,4,7,6,3,6,2,20,20,10,15,5,30,3,9,9,9,7,6,8,8,8,7,6,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,-0.2,5,0,0,0,0
female,22,27,asian/pacific islander/asian-american,black/african american,1,1,mechanical engineering,40,20,20,20,0,0,4,9,9,7,7,6,20,20,10,15,5,30,3,9,9,9,7,6,8,7,6,6,6,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,-0.32,5,0,0,0,0
female,22,25,asian/pacific islander/asian-american,european/caucasian-american,1,1,mechanical engineering,70,0,15,15,0,0,3,7,6,4,8,1,20,20,10,15,5,30,3,9,9,9,7,8,8,7,7,7,7,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.01,8,0,1,0,0
male,25,28,asian/pacific islander/asian-american,asian/pacific islander/asian-american,5,1,electrical engineering,10,20,30,10,10,20,2,8,6,5,4,4,15,30,20,20,10,5,10,10,6,10,10,7,10,10,10,10,8,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,-0.12,7,0,1,0,0
male,25,26,asian/pacific islander/asian-american,latino/hispanic american,5,1,electrical engineering,25,25,25,12,3,10,6,9,10,8,6,5,15,30,20,20,10,5,10,10,6,10,10,10,5,5,5,7,8,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,0.17,1,0,0,0,0
male,25,23,asian/pacific islander/asian-american,asian/pacific islander/asian-american,5,1,electrical engineering,20,10,10,30,15,15,6,5,7,7,5,6,15,30,20,20,10,5,10,10,6,10,10,5,10,10,8,10,5,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,0.26,5,0,0,1,0
male,25,,asian/pacific islander/asian-american,european/caucasian-american,5,1,electrical engineering,20,20,20,20,5,15,5,8,8,5,8,4,15,30,20,20,10,5,10,10,6,10,10,10,8,5,3,10,1,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,0.22,3,0,0,0,0
male,25,23,asian/pacific islander/asian-american,european/caucasian-american,5,1,electrical engineering,20,20,20,20,5,15,4,7,7,4,4,4,15,30,20,20,10,5,10,10,6,10,10,10,8,10,5,10,1,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,-0.05,3,0,0,0,0
male,25,23,asian/pacific islander/asian-american,european/caucasian-american,5,1,electrical engineering,20,20,20,15,5,20,5,6,6,6,6,2,15,30,20,20,10,5,10,10,6,10,10,5,10,10,8,10,5,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,0.21,5,0,0,0,0
male,25,23,asian/pacific islander/asian-american,european/caucasian-american,5,1,electrical engineering,20,20,20,15,10,15,4,8,10,7,7,10,15,30,20,20,10,5,10,10,6,10,10,7,10,10,5,5,4,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,0.65,5,0,0,1,0
male,25,27,asian/pacific islander/asian-american,asian/pacific islander/asian-american,5,1,electrical engineering,58,5,8,10,7,12,6,7,8,7,8,6,15,30,20,20,10,5,10,10,6,10,10,10,8,10,10,10,5,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,-0.33,5,0,1,0,0
male,25,30,asian/pacific islander/asian-american,latino/hispanic american,5,1,electrical engineering,15,20,20,20,5,10,3,7,8,6,5,4,15,30,20,20,10,5,10,10,6,10,10,5,5,5,5,5,1,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,0.05,1,0,0,0,0
male,25,23,asian/pacific islander/asian-american,european/caucasian-american,5,1,electrical engineering,20,25,25,30,5,5,5,6,7,4,8,,15,30,20,20,10,5,10,10,6,10,10,5,10,10,5,10,1,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,-0.36,5,0,0,0,0
