"State","AreaName","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Stroke",1834,57.21
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Chronic liver disease and cirrhosis",391,9.93
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"CLRD",1894,58.06
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Diabetes",639,19.18
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Diseases of Heart",6420,196.28
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Essential hypertension and hypertensive renal disease",154,4.79
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Influenza and pneumonia",807,25.25
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Cancer",5863,171.14
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Suicide",574,13.72
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Kidney Disease",312,9.58
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Parkinsons disease",186,5.91
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Pneumonitis due to solids and liquids",211,6.67
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,1999,"Septicemia",264,7.83
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Unintentional Injuries",1702,42.55
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"All Causes",27288,792.1
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Alzheimers disease",712,22.6
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Homicide",151,3.42
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Stroke",1907,58.67
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Chronic liver disease and cirrhosis",421,10.71
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"CLRD",1787,53.93
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Diabetes",635,18.54
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Diseases of Heart",6184,185.33
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Essential hypertension and hypertensive renal disease",162,4.99
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Influenza and pneumonia",607,18.63
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Suicide",613,14.32
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Cancer",5922,169.96
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Kidney Disease",357,10.81
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Parkinsons disease",240,7.55
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Pneumonitis due to solids and liquids",231,7.17
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2000,"Septicemia",286,8.31
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Unintentional Injuries",1720,41.64
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"All Causes",28294,796.1
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Alzheimers disease",852,26.35
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Homicide",169,3.68
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Stroke",1825,54.65
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Chronic liver disease and cirrhosis",420,10.22
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"CLRD",1836,53.94
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Diabetes",667,18.83
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Diseases of Heart",6293,183.27
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Essential hypertension and hypertensive renal disease",159,4.7
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Influenza and pneumonia",650,19.3
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Suicide",722,16.52
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Cancer",6145,170.88
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Kidney Disease",391,11.37
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Parkinsons disease",218,6.64
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Pneumonitis due to solids and liquids",241,7.3
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2001,"Septicemia",297,8.4
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Unintentional Injuries",1812,43.12
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"All Causes",29210,804.4
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Alzheimers disease",954,28.96
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Homicide",184,3.98
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Stroke",1915,55.74
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Chronic liver disease and cirrhosis",415,9.99
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"CLRD",1848,52.99
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Diabetes",659,17.99
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Diseases of Heart",6425,182.74
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Essential hypertension and hypertensive renal disease",172,4.97
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Influenza and pneumonia",752,21.89
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Suicide",727,16.18
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Cancer",6384,173.7
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Kidney Disease",417,11.92
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Parkinsons disease",251,7.54
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Pneumonitis due to solids and liquids",250,7.37
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2002,"Septicemia",279,7.84
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Unintentional Injuries",1806,42.37
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"All Causes",29506,792
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Alzheimers disease",899,26.54
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Homicide",192,4.11
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Stroke",1813,51.53
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Chronic liver disease and cirrhosis",408,9.44
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"CLRD",1931,54.01
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Diabetes",708,19.07
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Diseases of Heart",6499,180.28
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Essential hypertension and hypertensive renal disease",175,4.98
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Influenza and pneumonia",810,22.99
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Suicide",728,16.11
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Cancer",6417,169.39
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Kidney Disease",409,11.46
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Parkinsons disease",279,8.19
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Pneumonitis due to solids and liquids",245,7.1
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2003,"Septicemia",319,8.6
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Unintentional Injuries",1810,42.14
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"All Causes",28309,738.5
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Alzheimers disease",912,26.1
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Homicide",219,4.66
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Stroke",1638,44.91
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Chronic liver disease and cirrhosis",427,9.65
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"CLRD",1899,51.77
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Diabetes",696,18.22
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Diseases of Heart",6079,163.55
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Essential hypertension and hypertensive renal disease",215,6.01
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Influenza and pneumonia",637,17.47
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Suicide",797,17.22
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Cancer",6196,159.36
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Kidney Disease",406,11.11
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Parkinsons disease",256,7.3
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Pneumonitis due to solids and liquids",255,7.12
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2004,"Septicemia",301,8
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Unintentional Injuries",1947,44.13
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"All Causes",29627,752.1
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Alzheimers disease",1064,29.52
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Homicide",182,3.84
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Stroke",1599,42.63
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Chronic liver disease and cirrhosis",436,9.46
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"CLRD",1914,50.88
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Diabetes",753,19.28
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Diseases of Heart",6307,164.83
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Essential hypertension and hypertensive renal disease",235,6.31
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Influenza and pneumonia",666,17.58
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Suicide",800,17.24
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Cancer",6395,159.71
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Kidney Disease",470,12.51
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Parkinsons disease",269,7.48
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Pneumonitis due to solids and liquids",268,7.2
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2005,"Septicemia",278,7.05
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Unintentional Injuries",1917,42.5
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"All Causes",29521,720.9
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Alzheimers disease",1058,28.05
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Homicide",181,3.73
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Stroke",1532,39.14
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Chronic liver disease and cirrhosis",463,9.86
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"CLRD",1932,49.3
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Diabetes",677,16.66
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Diseases of Heart",6124,152.73
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Essential hypertension and hypertensive renal disease",210,5.38
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Influenza and pneumonia",614,15.61
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Suicide",730,15.3
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Cancer",6550,157.52
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Kidney Disease",472,12.14
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Parkinsons disease",244,6.5
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Pneumonitis due to solids and liquids",249,6.46
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2006,"Septicemia",327,8.14
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Unintentional Injuries",2056,44.79
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"All Causes",29993,708
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Alzheimers disease",1109,28.34
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Homicide",173,3.48
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Stroke",1600,39.51
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Chronic liver disease and cirrhosis",542,11.04
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"CLRD",2002,49.36
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Diabetes",710,16.78
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Diseases of Heart",6106,146.98
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Essential hypertension and hypertensive renal disease",217,5.35
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Influenza and pneumonia",592,14.52
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Suicide",811,16.62
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Cancer",6617,154.08
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Kidney Disease",444,10.95
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Parkinsons disease",287,7.36
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Pneumonitis due to solids and liquids",259,6.39
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2007,"Septicemia",299,7.15
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Unintentional Injuries",2172,46.28
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"All Causes",31274,715.8
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Alzheimers disease",1353,33.38
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Homicide",194,3.89
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Stroke",1565,37.36
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Chronic liver disease and cirrhosis",540,10.67
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"CLRD",2188,52.48
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Diabetes",767,17.63
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Diseases of Heart",6118,142.5
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Essential hypertension and hypertensive renal disease",241,5.68
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Influenza and pneumonia",678,15.94
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Suicide",803,16.13
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Cancer",6719,150.9
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Kidney Disease",483,11.48
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Parkinsons disease",314,7.87
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Pneumonitis due to solids and liquids",251,6.02
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2008,"Septicemia",322,7.51
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Unintentional Injuries",2144,44.49
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"All Causes",31173,689.7
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Alzheimers disease",1319,31.36
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Homicide",194,3.88
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Stroke",1532,35.19
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Chronic liver disease and cirrhosis",553,10.7
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"CLRD",2073,47.75
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Diabetes",779,17.2
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Diseases of Heart",6093,136.5
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Essential hypertension and hypertensive renal disease",231,5.27
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Influenza and pneumonia",658,14.8
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Suicide",941,18.73
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Cancer",6950,151.41
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Kidney Disease",447,10.25
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Parkinsons disease",285,6.9
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Pneumonitis due to solids and liquids",251,5.84
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2009,"Septicemia",363,8.24
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Unintentional Injuries",2106,43.49
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"All Causes",31465,682.7
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Alzheimers disease",1334,31.1
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Homicide",172,3.42
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Stroke",1607,36.07
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Chronic liver disease and cirrhosis",599,11.2
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"CLRD",2199,49.71
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Diabetes",721,15.22
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Diseases of Heart",6038,132.79
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Essential hypertension and hypertensive renal disease",261,5.86
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Influenza and pneumonia",550,12.34
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Suicide",865,16.77
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Cancer",7035,149.5
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Kidney Disease",426,9.64
"CO","Colorado",3520177,1744096,1776081,16043,385963,417385,168401,33479,15734,381362,430592,192452,23572,2010,"Parkinsons disease",305,7.22
